,Bill Number,Representative,Party,State,Vote,link,Full Name,Phone Number
1374,H. R. 3334,Fry,Republican,South Carolina,Aye,https://clerk.house.gov/Members/F000478,Russell Fry, (202) 225-9895
2044,H. R. 3334,Kean (NJ),Republican,New Jersey,Aye,https://clerk.house.gov/Members/K000398,"Thomas H. Kean, Jr.", (202) 225-5361
1373,H. R. 3334,Fry,Republican,South Carolina,Yea,https://clerk.house.gov/Members/F000478,Russell Fry, (202) 225-9895
2163,H. R. 3334,Kim (NJ),Democratic,New Jersey,Nay,https://clerk.house.gov/Members/K000394,Andy Kim, (202) 225-4765
3654,H. R. 3334,Smith (NJ),Republican,New Jersey,Aye,https://clerk.house.gov/Members/S000522,Christopher H. Smith, (202) 225-3765
553,H. R. 3334,Carter (GA),Republican,Georgia,Yea,https://clerk.house.gov/Members/C001103,"Earl L. ""Buddy"" Carter", (202) 225-5831
554,H. R. 3334,Carter (GA),Republican,Georgia,Aye,https://clerk.house.gov/Members/C001103,"Earl L. ""Buddy"" Carter", (202) 225-5831
3653,H. R. 3334,Smith (NJ),Republican,New Jersey,Yea,https://clerk.house.gov/Members/S000522,Christopher H. Smith, (202) 225-3765
2673,H. R. 3334,McIver,Democratic,New Jersey,Nay,https://clerk.house.gov/Members/M001229,LaMonica McIver, (202) 225-3436
1894,H. R. 3334,Jackson (IL),Democratic,Illinois,Aye,https://clerk.house.gov/Members/J000309,Jonathan L. Jackson, (202) 225-4372
543,H. R. 3334,Carson,Democratic,Indiana,Nay,https://clerk.house.gov/Members/C001072,André Carson, (202) 225-4011
2674,H. R. 3334,McIver,Democratic,New Jersey,Aye,https://clerk.house.gov/Members/M001229,LaMonica McIver, (202) 225-3436
3643,H. R. 3334,Smith (NE),Republican,Nebraska,Yea,https://clerk.house.gov/Members/S001172,Adrian Smith, (202) 225-6435
563,H. R. 3334,Carter (LA),Democratic,Louisiana,Nay,https://clerk.house.gov/Members/C001125,Troy A. Carter, (202) 225-6636
564,H. R. 3334,Carter (LA),Democratic,Louisiana,Aye,https://clerk.house.gov/Members/C001125,Troy A. Carter, (202) 225-6636
1893,H. R. 3334,Jackson (IL),Democratic,Illinois,Nay,https://clerk.house.gov/Members/J000309,Jonathan L. Jackson, (202) 225-4372
1364,H. R. 3334,Frost,Democratic,Florida,Aye,https://clerk.house.gov/Members/F000476,Maxwell Frost, (202) 225-2176
1363,H. R. 3334,Frost,Democratic,Florida,Nay,https://clerk.house.gov/Members/F000476,Maxwell Frost, (202) 225-2176
2683,H. R. 3334,Meeks,Democratic,New York,Nay,https://clerk.house.gov/Members/M001137,Gregory W. Meeks, (202) 225-3461
2684,H. R. 3334,Meeks,Democratic,New York,Aye,https://clerk.house.gov/Members/M001137,Gregory W. Meeks, (202) 225-3461
3634,H. R. 3334,Smith (MO),Republican,Missouri,Aye,https://clerk.house.gov/Members/S001195,Jason Smith, (202) 225-4404
3633,H. R. 3334,Smith (MO),Republican,Missouri,Yea,https://clerk.house.gov/Members/S001195,Jason Smith, (202) 225-4404
573,H. R. 3334,Carter (TX),Republican,Texas,Yea,https://clerk.house.gov/Members/C001051,John R. Carter, (202) 225-3864
574,H. R. 3334,Carter (TX),Republican,Texas,Aye,https://clerk.house.gov/Members/C001051,John R. Carter, (202) 225-3864
3644,H. R. 3334,Smith (NE),Republican,Nebraska,Aye,https://clerk.house.gov/Members/S001172,Adrian Smith, (202) 225-6435
473,H. R. 3334,Calvert,Republican,California,Yea,https://clerk.house.gov/Members/C000059,Ken Calvert, (202) 225-1986
754,H. R. 3334,Cohen,Democratic,Tennessee,Aye,https://clerk.house.gov/Members/C001068,Steve Cohen, (202) 225-3265
1234,H. R. 3334,Finstad,Republican,Minnesota,Aye,https://clerk.house.gov/Members/F000475,Brad Finstad, (202) 225-2472
3194,H. R. 3334,Pingree,Democratic,Maine,Aye,https://clerk.house.gov/Members/P000597,Chellie Pingree, (202) 225-6116
2993,H. R. 3334,Norman,Republican,South Carolina,Yea,https://clerk.house.gov/Members/N000190,Ralph Norman, (202) 225-5501
3193,H. R. 3334,Pingree,Democratic,Maine,Nay,https://clerk.house.gov/Members/P000597,Chellie Pingree, (202) 225-6116
1104,H. R. 3334,Dunn (FL),Republican,Florida,Aye,https://clerk.house.gov/Members/D000628,Neal P. Dunn, (202) 225-5235
1103,H. R. 3334,Dunn (FL),Republican,Florida,Yea,https://clerk.house.gov/Members/D000628,Neal P. Dunn, (202) 225-5235
2994,H. R. 3334,Norman,Republican,South Carolina,Aye,https://clerk.house.gov/Members/N000190,Ralph Norman, (202) 225-5501
943,H. R. 3334,Davis (IL),Democratic,Illinois,Nay,https://clerk.house.gov/Members/D000096,Danny K. Davis, (202) 225-5006
944,H. R. 3334,Davis (IL),Democratic,Illinois,Aye,https://clerk.house.gov/Members/D000096,Danny K. Davis, (202) 225-5006
3184,H. R. 3334,Phillips,Democratic,Minnesota,Aye,https://clerk.house.gov/Members/P000616,Dean Phillips, (202) 225-2871
3183,H. R. 3334,Phillips,Democratic,Minnesota,Nay,https://clerk.house.gov/Members/P000616,Dean Phillips, (202) 225-2871
2123,H. R. 3334,Kildee,Democratic,Michigan,Nay,https://clerk.house.gov/Members/K000380,Daniel T. Kildee, (202) 225-3611
2103,H. R. 3334,Khanna,Democratic,California,Nay,https://clerk.house.gov/Members/K000389,Ro Khanna, (202) 225-2631
3003,H. R. 3334,Nunn (IA),Republican,Iowa,Yea,https://clerk.house.gov/Members/N000193,Zachary Nunn, (202) 225-5476
3174,H. R. 3334,Pfluger,Republican,Texas,Aye,https://clerk.house.gov/Members/P000048,August Pfluger, (202) 225-3605
953,H. R. 3334,Davis (NC),Democratic,North Carolina,Yea,https://clerk.house.gov/Members/D000230,Donald G. Davis, (202) 225-3101
954,H. R. 3334,Davis (NC),Democratic,North Carolina,Aye,https://clerk.house.gov/Members/D000230,Donald G. Davis, (202) 225-3101
3173,H. R. 3334,Pfluger,Republican,Texas,Yea,https://clerk.house.gov/Members/P000048,August Pfluger, (202) 225-3605
3004,H. R. 3334,Nunn (IA),Republican,Iowa,Aye,https://clerk.house.gov/Members/N000193,Zachary Nunn, (202) 225-5476
1094,H. R. 3334,Duncan,Republican,South Carolina,Aye,https://clerk.house.gov/Members/D000615,Jeff Duncan, (202) 225-5301
1093,H. R. 3334,Duncan,Republican,South Carolina,Yea,https://clerk.house.gov/Members/D000615,Jeff Duncan, (202) 225-5301
3013,H. R. 3334,Obernolte,Republican,California,Yea,https://clerk.house.gov/Members/O000019,Jay Obernolte, (202) 225-5861
3164,H. R. 3334,Pettersen,Democratic,Colorado,Aye,https://clerk.house.gov/Members/P000620,Brittany Pettersen, (202) 225-2645
3163,H. R. 3334,Pettersen,Democratic,Colorado,Yea,https://clerk.house.gov/Members/P000620,Brittany Pettersen, (202) 225-2645
963,H. R. 3334,De La Cruz,Republican,Texas,Yea,https://clerk.house.gov/Members/D000594,Monica De La Cruz, (202) 225-9901
964,H. R. 3334,De La Cruz,Republican,Texas,Aye,https://clerk.house.gov/Members/D000594,Monica De La Cruz, (202) 225-9901
2124,H. R. 3334,Kildee,Democratic,Michigan,Aye,https://clerk.house.gov/Members/K000380,Daniel T. Kildee, (202) 225-3611
934,H. R. 3334,Davidson,Republican,Ohio,Aye,https://clerk.house.gov/Members/D000626,Warren Davidson, (202) 225-6205
933,H. R. 3334,Davidson,Republican,Ohio,Yea,https://clerk.house.gov/Members/D000626,Warren Davidson, (202) 225-6205
2984,H. R. 3334,Norcross,Democratic,New Jersey,Aye,https://clerk.house.gov/Members/N000188,Donald Norcross, (202) 225-6501
1853,H. R. 3334,Huizenga,Republican,Michigan,Yea,https://clerk.house.gov/Members/H001058,Bill Huizenga, (202) 225-4401
1133,H. R. 3334,Emmer,Republican,Minnesota,Yea,https://clerk.house.gov/Members/E000294,Tom Emmer, (202) 225-2331
3234,H. R. 3334,Pressley,Democratic,Massachusetts,Aye,https://clerk.house.gov/Members/P000617,Ayanna Pressley, (202) 225-5111
903,H. R. 3334,Curtis,Republican,Utah,Yea,https://clerk.house.gov/Members/C001114,John R. Curtis, (202) 225-7751
904,H. R. 3334,Curtis,Republican,Utah,Aye,https://clerk.house.gov/Members/C001114,John R. Curtis, (202) 225-7751
3233,H. R. 3334,Pressley,Democratic,Massachusetts,Nay,https://clerk.house.gov/Members/P000617,Ayanna Pressley, (202) 225-5111
2963,H. R. 3334,Newhouse,Republican,Washington,Yea,https://clerk.house.gov/Members/N000189,Dan Newhouse, (202) 225-5816
2094,H. R. 3334,Kennedy,Democratic,New York,Aye,https://clerk.house.gov/Members/K000402,Timothy M. Kennedy, (202) 225-3306
2964,H. R. 3334,Newhouse,Republican,Washington,Aye,https://clerk.house.gov/Members/N000189,Dan Newhouse, (202) 225-5816
3224,H. R. 3334,Posey,Republican,Florida,Aye,https://clerk.house.gov/Members/P000599,Bill Posey, (202) 225-3671
3223,H. R. 3334,Posey,Republican,Florida,Yea,https://clerk.house.gov/Members/P000599,Bill Posey, (202) 225-3671
913,H. R. 3334,D'Esposito,Republican,New York,Yea,https://clerk.house.gov/Members/D000632,Anthony D'Esposito, (202) 225-5516
2104,H. R. 3334,Khanna,Democratic,California,Aye,https://clerk.house.gov/Members/K000389,Ro Khanna, (202) 225-2631
914,H. R. 3334,D'Esposito,Republican,New York,Aye,https://clerk.house.gov/Members/D000632,Anthony D'Esposito, (202) 225-5516
1123,H. R. 3334,Ellzey,Republican,Texas,Yea,https://clerk.house.gov/Members/E000071,Jake Ellzey, (202) 225-2002
2973,H. R. 3334,Nickel,Democratic,North Carolina,Yea,https://clerk.house.gov/Members/N000194,Wiley Nickel, (202) 225-4531
2974,H. R. 3334,Nickel,Democratic,North Carolina,Aye,https://clerk.house.gov/Members/N000194,Wiley Nickel, (202) 225-4531
3214,H. R. 3334,Porter,Democratic,California,Aye,https://clerk.house.gov/Members/P000618,Katie Porter, (202) 225-5611
3213,H. R. 3334,Porter,Democratic,California,Nay,https://clerk.house.gov/Members/P000618,Katie Porter, (202) 225-5611
923,H. R. 3334,Davids (KS),Democratic,Kansas,Nay,https://clerk.house.gov/Members/D000629,Sharice Davids, (202) 225-2865
924,H. R. 3334,Davids (KS),Democratic,Kansas,Aye,https://clerk.house.gov/Members/D000629,Sharice Davids, (202) 225-2865
1114,H. R. 3334,Edwards,Republican,North Carolina,Aye,https://clerk.house.gov/Members/E000246,Chuck Edwards, (202) 225-6401
1113,H. R. 3334,Edwards,Republican,North Carolina,Yea,https://clerk.house.gov/Members/E000246,Chuck Edwards, (202) 225-6401
2983,H. R. 3334,Norcross,Democratic,New Jersey,Nay,https://clerk.house.gov/Members/N000188,Donald Norcross, (202) 225-6501
3204,H. R. 3334,Pocan,Democratic,Wisconsin,Aye,https://clerk.house.gov/Members/P000607,Mark Pocan, (202) 225-2906
3203,H. R. 3334,Pocan,Democratic,Wisconsin,Nay,https://clerk.house.gov/Members/P000607,Mark Pocan, (202) 225-2906
1124,H. R. 3334,Ellzey,Republican,Texas,Aye,https://clerk.house.gov/Members/E000071,Jake Ellzey, (202) 225-2002
1134,H. R. 3334,Emmer,Republican,Minnesota,Aye,https://clerk.house.gov/Members/E000294,Tom Emmer, (202) 225-2331
3014,H. R. 3334,Obernolte,Republican,California,Aye,https://clerk.house.gov/Members/O000019,Jay Obernolte, (202) 225-5861
3154,H. R. 3334,Peters,Democratic,California,Aye,https://clerk.house.gov/Members/P000608,Scott H. Peters, (202) 225-0508
3113,H. R. 3334,Peltola,Democratic,Alaska,Yea,https://clerk.house.gov/Members/P000619,Mary Sattler Peltola, (202) 225-5765
3043,H. R. 3334,Omar,Democratic,Minnesota,Nay,https://clerk.house.gov/Members/O000173,Ilhan Omar, (202) 225-4755
3044,H. R. 3334,Omar,Democratic,Minnesota,Aye,https://clerk.house.gov/Members/O000173,Ilhan Omar, (202) 225-4755
3104,H. R. 3334,Pelosi,Democratic,California,Aye,https://clerk.house.gov/Members/P000197,Nancy Pelosi, (202) 225-4965
3103,H. R. 3334,Pelosi,Democratic,California,Nay,https://clerk.house.gov/Members/P000197,Nancy Pelosi, (202) 225-4965
1013,H. R. 3334,Deluzio,Democratic,Pennsylvania,Nay,https://clerk.house.gov/Members/D000530,Christopher R. Deluzio, (202) 225-2301
1014,H. R. 3334,Deluzio,Democratic,Pennsylvania,Aye,https://clerk.house.gov/Members/D000530,Christopher R. Deluzio, (202) 225-2301
3053,H. R. 3334,Owens,Republican,Utah,Yea,https://clerk.house.gov/Members/O000086,Burgess Owens, (202) 225-3011
1054,H. R. 3334,Dingell,Democratic,Michigan,Aye,https://clerk.house.gov/Members/D000624,Debbie Dingell, (202) 225-4071
1053,H. R. 3334,Dingell,Democratic,Michigan,Nay,https://clerk.house.gov/Members/D000624,Debbie Dingell, (202) 225-4071
3054,H. R. 3334,Owens,Republican,Utah,Aye,https://clerk.house.gov/Members/O000086,Burgess Owens, (202) 225-3011
3094,H. R. 3334,Pappas,Democratic,New Hampshire,Aye,https://clerk.house.gov/Members/P000614,Chris Pappas, (202) 225-5456
3093,H. R. 3334,Pappas,Democratic,New Hampshire,Yea,https://clerk.house.gov/Members/P000614,Chris Pappas, (202) 225-5456
2113,H. R. 3334,Kiggans (VA),Republican,Virginia,Yea,https://clerk.house.gov/Members/K000399,Jennifer Kiggans, (202) 225-4215
1023,H. R. 3334,DeSaulnier,Democratic,California,Nay,https://clerk.house.gov/Members/D000623,Mark DeSaulnier, (202) 225-2095
1024,H. R. 3334,DeSaulnier,Democratic,California,Aye,https://clerk.house.gov/Members/D000623,Mark DeSaulnier, (202) 225-2095
3063,H. R. 3334,Pallone,Democratic,New Jersey,Nay,https://clerk.house.gov/Members/P000034,"Frank Pallone, Jr.", (202) 225-4671
3064,H. R. 3334,Pallone,Democratic,New Jersey,Aye,https://clerk.house.gov/Members/P000034,"Frank Pallone, Jr.", (202) 225-4671
3084,H. R. 3334,Panetta,Democratic,California,Aye,https://clerk.house.gov/Members/P000613,Jimmy Panetta, (202) 225-2861
3083,H. R. 3334,Panetta,Democratic,California,Yea,https://clerk.house.gov/Members/P000613,Jimmy Panetta, (202) 225-2861
1044,H. R. 3334,Diaz-Balart,Republican,Florida,Aye,https://clerk.house.gov/Members/D000600,Mario Diaz-Balart, (202) 225-4211
1043,H. R. 3334,Diaz-Balart,Republican,Florida,Not Voting,https://clerk.house.gov/Members/D000600,Mario Diaz-Balart, (202) 225-4211
1033,H. R. 3334,DesJarlais,Republican,Tennessee,Not Voting,https://clerk.house.gov/Members/D000616,Scott DesJarlais, (202) 225-6831
1034,H. R. 3334,DesJarlais,Republican,Tennessee,Not Voting,https://clerk.house.gov/Members/D000616,Scott DesJarlais, (202) 225-6831
2114,H. R. 3334,Kiggans (VA),Republican,Virginia,Aye,https://clerk.house.gov/Members/K000399,Jennifer Kiggans, (202) 225-4215
1004,H. R. 3334,DelBene,Democratic,Washington,Aye,https://clerk.house.gov/Members/D000617,Suzan K. DelBene, (202) 225-6311
1003,H. R. 3334,DelBene,Democratic,Washington,Nay,https://clerk.house.gov/Members/D000617,Suzan K. DelBene, (202) 225-6311
3114,H. R. 3334,Peltola,Democratic,Alaska,Aye,https://clerk.house.gov/Members/P000619,Mary Sattler Peltola, (202) 225-5765
1063,H. R. 3334,Doggett,Democratic,Texas,Nay,https://clerk.house.gov/Members/D000399,Lloyd Doggett, (202) 225-4865
3153,H. R. 3334,Peters,Democratic,California,Nay,https://clerk.house.gov/Members/P000608,Scott H. Peters, (202) 225-0508
1844,H. R. 3334,Huffman,Democratic,California,Aye,https://clerk.house.gov/Members/H001068,Jared Huffman, (202) 225-5161
973,H. R. 3334,Dean (PA),Democratic,Pennsylvania,Nay,https://clerk.house.gov/Members/D000631,Madeleine Dean, (202) 225-4731
974,H. R. 3334,Dean (PA),Democratic,Pennsylvania,Aye,https://clerk.house.gov/Members/D000631,Madeleine Dean, (202) 225-4731
1083,H. R. 3334,Duarte,Republican,California,Yea,https://clerk.house.gov/Members/D000633,John S. Duarte, (202) 225-1947
3023,H. R. 3334,Ocasio-Cortez,Democratic,New York,Nay,https://clerk.house.gov/Members/O000172,Alexandria Ocasio-Cortez, (202) 225-3965
3024,H. R. 3334,Ocasio-Cortez,Democratic,New York,Aye,https://clerk.house.gov/Members/O000172,Alexandria Ocasio-Cortez, (202) 225-3965
3144,H. R. 3334,Perry,Republican,Pennsylvania,Aye,https://clerk.house.gov/Members/P000605,Scott Perry, (202) 225-5836
3143,H. R. 3334,Perry,Republican,Pennsylvania,Yea,https://clerk.house.gov/Members/P000605,Scott Perry, (202) 225-5836
1964,H. R. 3334,Johnson (GA),Democratic,Georgia,Aye,https://clerk.house.gov/Members/J000288,"Henry C. ""Hank"" Johnson, Jr.", (202) 225-1605
983,H. R. 3334,DeGette,Democratic,Colorado,Nay,https://clerk.house.gov/Members/D000197,Diana DeGette, (202) 225-4431
984,H. R. 3334,DeGette,Democratic,Colorado,Aye,https://clerk.house.gov/Members/D000197,Diana DeGette, (202) 225-4431
1084,H. R. 3334,Duarte,Republican,California,Aye,https://clerk.house.gov/Members/D000633,John S. Duarte, (202) 225-1947
1074,H. R. 3334,Donalds,Republican,Florida,Aye,https://clerk.house.gov/Members/D000032,Byron Donalds, (202) 225-2536
3134,H. R. 3334,Perez,Democratic,Washington,Aye,https://clerk.house.gov/Members/G000600,Marie Gluesenkamp Perez, (202) 225-3536
1833,H. R. 3334,Hudson,Republican,North Carolina,Yea,https://clerk.house.gov/Members/H001067,Richard Hudson, (202) 225-3715
3133,H. R. 3334,Perez,Democratic,Washington,Yea,https://clerk.house.gov/Members/G000600,Marie Gluesenkamp Perez, (202) 225-3536
1843,H. R. 3334,Huffman,Democratic,California,Nay,https://clerk.house.gov/Members/H001068,Jared Huffman, (202) 225-5161
3033,H. R. 3334,Ogles,Republican,Tennessee,Yea,https://clerk.house.gov/Members/O000175,Andrew Ogles, (202) 225-4311
3034,H. R. 3334,Ogles,Republican,Tennessee,Aye,https://clerk.house.gov/Members/O000175,Andrew Ogles, (202) 225-4311
993,H. R. 3334,DeLauro,Democratic,Connecticut,Nay,https://clerk.house.gov/Members/D000216,Rosa L. DeLauro, (202) 225-3661
994,H. R. 3334,DeLauro,Democratic,Connecticut,Aye,https://clerk.house.gov/Members/D000216,Rosa L. DeLauro, (202) 225-3661
3124,H. R. 3334,Pence,Republican,Indiana,Aye,https://clerk.house.gov/Members/P000615,Greg Pence, (202) 225-3021
3123,H. R. 3334,Pence,Republican,Indiana,Yea,https://clerk.house.gov/Members/P000615,Greg Pence, (202) 225-3021
1834,H. R. 3334,Hudson,Republican,North Carolina,Aye,https://clerk.house.gov/Members/H001067,Richard Hudson, (202) 225-3715
1064,H. R. 3334,Doggett,Democratic,Texas,Aye,https://clerk.house.gov/Members/D000399,Lloyd Doggett, (202) 225-4865
1073,H. R. 3334,Donalds,Republican,Florida,Yea,https://clerk.house.gov/Members/D000032,Byron Donalds, (202) 225-2536
3413,H. R. 3334,Salazar,Republican,Florida,Yea,https://clerk.house.gov/Members/S000168,Maria Elvira Salazar, (202) 225-3931
3243,H. R. 3334,Quigley,Democratic,Illinois,Nay,https://clerk.house.gov/Members/Q000023,Mike Quigley, (202) 225-4061
894,H. R. 3334,Cuellar,Democratic,Texas,Aye,https://clerk.house.gov/Members/C001063,Henry Cuellar, (202) 225-1640
794,H. R. 3334,Connolly,Democratic,Virginia,Aye,https://clerk.house.gov/Members/C001078,Gerald E. Connolly, (202) 225-1492
3364,H. R. 3334,Ruiz,Democratic,California,Aye,https://clerk.house.gov/Members/R000599,Raul Ruiz, (202) 225-5330
1203,H. R. 3334,Fallon,Republican,Texas,Yea,https://clerk.house.gov/Members/F000246,Pat Fallon, (202) 225-6673
3363,H. R. 3334,Ruiz,Democratic,California,Nay,https://clerk.house.gov/Members/R000599,Raul Ruiz, (202) 225-5330
2874,H. R. 3334,Moulton,Democratic,Massachusetts,Aye,https://clerk.house.gov/Members/M001196,Seth Moulton, (202) 225-8020
2883,H. R. 3334,Mrvan,Democratic,Indiana,Yea,https://clerk.house.gov/Members/M001214,Frank J. Mrvan, (202) 225-2461
3354,H. R. 3334,Roy,Republican,Texas,Aye,https://clerk.house.gov/Members/R000614,Chip Roy, (202) 225-4236
803,H. R. 3334,Correa,Democratic,California,Nay,https://clerk.house.gov/Members/C001110,J. Luis Correa, (202) 225-2965
804,H. R. 3334,Correa,Democratic,California,Not Voting,https://clerk.house.gov/Members/C001110,J. Luis Correa, (202) 225-2965
3353,H. R. 3334,Roy,Republican,Texas,Yea,https://clerk.house.gov/Members/R000614,Chip Roy, (202) 225-4236
2884,H. R. 3334,Mrvan,Democratic,Indiana,Aye,https://clerk.house.gov/Members/M001214,Frank J. Mrvan, (202) 225-2461
1864,H. R. 3334,Hunt,Republican,Texas,Aye,https://clerk.house.gov/Members/H001095,Wesley Hunt, (202) 225-5646
1194,H. R. 3334,Ezell,Republican,Mississippi,Aye,https://clerk.house.gov/Members/E000235,Mike Ezell, (202) 225-5772
1193,H. R. 3334,Ezell,Republican,Mississippi,Yea,https://clerk.house.gov/Members/E000235,Mike Ezell, (202) 225-5772
3344,H. R. 3334,Rouzer,Republican,North Carolina,Aye,https://clerk.house.gov/Members/R000603,David Rouzer, (202) 225-2731
3343,H. R. 3334,Rouzer,Republican,North Carolina,Yea,https://clerk.house.gov/Members/R000603,David Rouzer, (202) 225-2731
813,H. R. 3334,Costa,Democratic,California,Nay,https://clerk.house.gov/Members/C001059,Jim Costa, (202) 225-3341
814,H. R. 3334,Costa,Democratic,California,Aye,https://clerk.house.gov/Members/C001059,Jim Costa, (202) 225-3341
